sim_id,true_eta,addm_eta,addm_eta_hdi_3%,addm_eta_hdi_97%,true_kappa,addm_kappa,addm_kappa_hdi_3%,addm_kappa_hdi_97%,true_a,addm_a,addm_a_hdi_3%,addm_a_hdi_97%,true_x0,addm_x0,addm_x0_hdi_3%,addm_x0_hdi_97%
0,0.3,0.305,0.28644484263997383,0.3254209806963859,0.5229543176249873,0.537,0.5170105605895786,0.552828328584635,2.0,2.045,2.0087182225680227,2.0807509726307325,0.5,0.53579,0.5027806679182132,0.5668693028359799
1,0.3,0.304,0.29225047593356485,0.31797548000866865,1.0792663404301215,1.068,1.0393756501324471,1.0954467374758505,2.0,1.993,1.9557209932707778,2.031020087443144,0.5,0.46636199999999994,0.44219963366975246,0.49151836926937453
2,0.3,0.286,0.2516678341366279,0.315798939490121,0.27451599083423217,0.266,0.25388046506018985,0.27819293395861894,2.0,1.982,1.9529901294380594,2.014718945215688,0.5,0.471716,0.43775998939487937,0.5077920533648259
3,0.3,0.306,0.27914066501169377,0.3339176571708894,0.3250583646742278,0.323,0.30925565524747517,0.33762765900852376,2.0,1.982,1.9491367770786467,2.0128471567023993,0.5,0.49550000000000005,0.46236662722908295,0.5277293027790406
4,0.3,0.303,0.28382254885340386,0.3213050261070637,0.5941847403821459,0.591,0.5719154242195222,0.6100706896139514,2.0,2.008,1.9739775719248522,2.0423691383074822,0.5,0.4939680000000002,0.4597889956243342,0.5211604475042462
5,0.3,0.271,0.22645212211936822,0.31365912036034027,0.20290062946884058,0.201,0.1882019199753553,0.21230466570097048,2.0,2.025,1.9937722506717974,2.0550600701138824,0.5,0.5265,0.49233091124695205,0.5593005397914057
6,0.3,0.293,0.241132890316105,0.34057894716813025,0.17523980289680985,0.171,0.1600982500792306,0.18325881755131984,2.0,2.02,1.9920081969596362,2.04968843010795,0.5,0.5090400000000002,0.4741654128609638,0.5433511601728807
7,0.3,0.313,0.27206889552635677,0.35213509758997613,0.19814571444897175,0.191,0.1800685980364869,0.20244268809533744,2.0,2.013,1.9873553589814332,2.042528447484388,0.5,0.4992239999999999,0.4610093315605046,0.5314727635571095
8,0.3,0.337,0.30480609634999284,0.3666898536174351,0.2572590376843348,0.264,0.2518909011398661,0.2763360602484067,2.0,2.008,1.9785655610416515,2.039957001593715,0.5,0.5220799999999999,0.484514277117833,0.5488457226485357
9,0.3,0.366,0.3148471187564822,0.41385301054994533,0.1611430661886762,0.16,0.14904925675312328,0.17234089263921848,2.0,1.99,1.9608034851110225,2.0149115231028523,0.5,0.46565999999999996,0.4320933368095241,0.49639769265026756
10,0.3,0.314,0.26975056875013664,0.3660714764523384,0.16615690411839965,0.169,0.15712735783863263,0.17886322845177954,2.0,2.034,2.003407859789609,2.0617270618892642,0.5,0.49629600000000007,0.46482214544104306,0.5313427698758484
11,0.3,0.285,0.2505954556062452,0.3142820577299053,0.26975211627157153,0.262,0.25056161259236504,0.2742983134247207,2.0,2.023,1.9922781776558456,2.0526010300589927,0.5,0.5178880000000001,0.4870218969663491,0.5556311497745914
12,0.3,0.295,0.27515321204995347,0.31308986832261354,0.6168133619736567,0.609,0.5898261963678549,0.6279320826439122,2.0,2.027,1.9921547544176732,2.061780485242958,0.5,0.5148580000000003,0.4838219806569013,0.5467480141062717
13,0.3,0.304,0.29202476062974697,0.3157270574262691,1.3567667527615679,1.358,1.3261736145906309,1.3938238246377395,2.0,1.99,1.9515214599905655,2.0287636581040984,0.5,0.49749999999999983,0.47764081419960536,0.5212862519508483
14,0.3,0.283,0.2578026396476031,0.3039152708566621,0.39036929590929936,0.394,0.3782002821481119,0.40663999245563814,2.0,2.038,2.004205681384562,2.071955422982187,0.5,0.5339559999999999,0.5028541324049174,0.566761099153366
