sim_id,true_eta,tada_eta,tada_eta_hdi_3%,tada_eta_hdi_97%,addm_eta,addm_eta_hdi_3%,addm_eta_hdi_97%,true_kappa,tada_kappa,tada_kappa_hdi_3%,tada_kappa_hdi_97%,addm_kappa,addm_kappa_hdi_3%,addm_kappa_hdi_97%,true_a,tada_a,tada_a_hdi_3%,tada_a_hdi_97%,addm_a,addm_a_hdi_3%,addm_a_hdi_97%,true_x0,tada_x0,tada_x0_hdi_3%,tada_x0_hdi_97%,addm_x0,addm_x0_hdi_3%,addm_x0_hdi_97%
0,0.3,0.247,0.22581295245283056,0.2683621300717533,0.288,0.26853633003336436,0.308917329327211,0.5229543176249873,0.531,0.5133525615372736,0.54907988196168,0.516,0.49868520914488074,0.533065427387128,2.0,1.948,1.912367587039554,1.982306597765391,2.014,1.9815048271995093,2.0541002769170613,0.5,0.44803999999999977,0.4155375002064958,0.4824562817729512,0.4833599999999998,0.45341568791814124,0.5189484450771586
1,0.3,0.258,0.24082132461226682,0.27133018920016944,0.304,0.2907235176387372,0.3171770685597363,1.0792663404301215,1.104,1.0727868937771257,1.1365673878741047,1.09,1.059370343984154,1.1165407538421528,2.0,1.947,1.9070853857666037,1.9933722661099453,2.02,1.985586193345715,2.062039790354322,0.5,0.4517039999999999,0.42523127440039454,0.47808774150932365,0.5009600000000001,0.4753998608755441,0.52608347380415
2,0.3,0.278,0.2435555794214809,0.3099154873243024,0.292,0.2624227001067209,0.32176027711631283,0.27451599083423217,0.28,0.26543886933742694,0.29402192363704727,0.279,0.2655680780906923,0.2910006185824615,2.0,1.97,1.942477568592438,1.9981738005618637,2.008,1.9797634429226667,2.041049884468715,0.5,0.4885599999999999,0.45780439724013733,0.5209555106701405,0.5100319999999998,0.4717544513031964,0.5407333277888289
3,0.3,0.25,0.22107128073399585,0.27931706111008575,0.276,0.24756639712002684,0.3046351828876946,0.3250583646742278,0.312,0.29792659072192446,0.32568999506544033,0.308,0.294519248507,0.32338101157779925,2.0,1.964,1.9328971814689746,1.994758591752211,2.006,1.9717251914785345,2.035717417600623,0.5,0.48707199999999995,0.45441113804604205,0.519687808612364,0.5135359999999998,0.4789639586054317,0.5441238327586855
4,0.3,0.274,0.2570080313613103,0.2945634365350267,0.317,0.2980053306353921,0.3356494512908028,0.5941847403821459,0.628,0.6096496787207518,0.6498144161763942,0.612,0.5926747044553926,0.6334419831570995,2.0,1.954,1.9193451843241303,1.9900612748671322,2.02,1.9837284143407419,2.0558434132238568,0.5,0.47677599999999987,0.44489644789836436,0.5041358412325148,0.51308,0.4854009315172787,0.5451086882756249
5,0.3,0.304,0.265075216979105,0.34283013557834907,0.308,0.2686393607336474,0.3486063588136602,0.20290062946884058,0.21,0.1985245017150065,0.2211967010414086,0.211,0.19923297285866148,0.22253453099851153,2.0,1.97,1.940444044753395,1.998859850658211,1.994,1.9654165979703853,2.0252295564476492,0.5,0.47674000000000016,0.4410081467784315,0.5129480905066945,0.48653599999999986,0.4527085929388124,0.5190795186219181
6,0.3,0.262,0.2056878932429819,0.3237565956886732,0.237,0.183617537179563,0.28636925264179725,0.17523980289680985,0.159,0.14850293020656832,0.17095737694168853,0.165,0.1525131697220243,0.1772761386938592,2.0,1.972,1.9457919340050915,2.002185762787625,1.996,1.9679138084558152,2.02595719481374,0.5,0.5127199999999998,0.48235391650738313,0.5466721505816885,0.5269439999999999,0.49304880695439257,0.5617786080792264
7,0.3,0.248,0.1984700021650543,0.2981684213582209,0.247,0.20602993762966965,0.29257522667897584,0.19814571444897175,0.18,0.16782737837831962,0.19124861697980325,0.182,0.1704736459176288,0.1920452121309815,2.0,1.963,1.9348641357494205,1.995091287807431,1.988,1.9609994492324956,2.020912768806244,0.5,0.4946760000000001,0.4628526011652787,0.5315667883772797,0.5009760000000001,0.46696798980283427,0.5366679713086491
8,0.3,0.273,0.2351997660171516,0.30791824021586334,0.279,0.24910478068171898,0.31124224193093747,0.2572590376843348,0.263,0.250275465349685,0.27624491940263307,0.265,0.25196574574500746,0.27635641661689003,2.0,1.955,1.922305306612786,1.9838757273962857,1.994,1.9628287575182313,2.0262369135820704,0.5,0.46529,0.4303485487513736,0.5027015210832606,0.48653599999999986,0.44961296732358824,0.5151159516794663
9,0.3,0.321,0.264236350645161,0.3761056749592802,0.31,0.255710274643335,0.35836637950989625,0.1611430661886762,0.156,0.1457824962028805,0.16793874440162723,0.16,0.14903621176625104,0.17134020167368127,2.0,1.978,1.9470041937543023,2.008696691606478,1.996,1.9650680754415333,2.024440950916814,0.5,0.5142800000000001,0.480651705424773,0.5492398216426044,0.5229520000000001,0.4855968374126194,0.5541220894496699
