sim_id,true_sigma,true_eta,true_kappa,true_a,true_b,true_x0,tada_eta,tada_kappa,tada_a,tada_z,tada_eta_hdi_3%,tada_eta_hdi_97%,tada_kappa_hdi_3%,tada_kappa_hdi_97%,tada_a_hdi_3%,tada_a_hdi_97%,tada_z_hdi_3%,tada_z_hdi_97%,tada_x0,tada_x0_hdi_3%,tada_x0_hdi_97%,addm_eta,addm_kappa,addm_a,addm_x0_raw,addm_eta_hdi_3%,addm_eta_hdi_97%,addm_kappa_hdi_3%,addm_kappa_hdi_97%,addm_a_hdi_3%,addm_a_hdi_97%,addm_x0_raw_hdi_3%,addm_x0_raw_hdi_97%,addm_x0,addm_x0_hdi_3%,addm_x0_hdi_97%,time_data_simulation,time_tada_inference,time_addm_inference,tada_eta_error,tada_eta_rel_error,addm_eta_error,addm_eta_rel_error,tada_kappa_error,tada_kappa_rel_error,addm_kappa_error,addm_kappa_rel_error,tada_a_error,tada_a_rel_error,addm_a_error,addm_a_rel_error,tada_x0_error,tada_x0_rel_error,addm_x0_error,addm_x0_rel_error
0,1.0,0.3,0.5229543176249873,2.0,0.0,0.5,0.252,0.538,1.954,0.619,0.23708668382093706,0.26635373301827486,0.526423048073894,0.550635606745897,1.931620605241123,1.9770325754503568,0.6125717669139068,0.624257214527717,0.4650519999999998,0.4399304650995479,0.48559719437431803,0.293,0.525,2.024,0.625,0.2774579848624026,0.30540085112948234,0.5125028124916597,0.5371110514931147,1.9974672205251092,2.0490276742455817,0.6188747252999771,0.6306604165169585,0.5060000000000002,0.4812048880143074,0.5289133660606478,2887.6503751277924,141.4116415977478,1746.894303560257,-0.04799999999999999,-0.15999999999999998,-0.007000000000000006,-0.023333333333333355,0.015045682375012692,0.02877054814910623,0.0020456823750126807,0.003911780257027437,-0.04600000000000004,-0.02300000000000002,0.02400000000000002,0.01200000000000001,-0.0349480000000002,-0.0698960000000004,0.006000000000000227,0.012000000000000455
1,1.0,0.3,1.0792663404301215,2.0,0.0,0.5,0.254,1.109,1.952,0.617,0.2439787988538599,0.2638654470537669,1.0884517598505237,1.131191339938146,1.9248899952963696,1.9816306827691414,0.6121502493526562,0.621583683904393,0.45676799999999984,0.4378345734727698,0.47466270196275007,0.299,1.097,2.022,0.625,0.2897921501861902,0.30826400946277716,1.075298847686502,1.11757367851307,1.995672559643484,2.0528581587141392,0.6202587196921376,0.6295173483451418,0.5055000000000001,0.48632626243500443,0.5237681567077535,2293.4671318531036,250.68909096717834,2639.333657979965,-0.045999999999999985,-0.1533333333333333,-0.0010000000000000009,-0.0033333333333333366,0.0297336595698785,0.02754988129994743,0.01773365956987849,0.016431217119966025,-0.04800000000000004,-0.02400000000000002,0.021999999999999797,0.010999999999999899,-0.04323200000000016,-0.08646400000000032,0.00550000000000006,0.01100000000000012
2,1.0,0.3,0.27451599083423217,2.0,0.0,0.5,0.304,0.277,1.972,0.619,0.2815212493777311,0.33125131977945177,0.26797741393529045,0.28711055230511234,1.9533007265591595,1.9962413424972483,0.6129973442544628,0.6258340494942136,0.46933599999999975,0.4456615257396015,0.4962894912051783,0.313,0.279,2.009,0.621,0.290450320641142,0.33174064018156546,0.26938020681738667,0.2868721921578298,1.986495123561754,2.0315653366717865,0.614532023598372,0.6265285245501075,0.4861779999999998,0.46018967081825846,0.5083916116423319,5056.628358125687,174.2077271938324,1951.1891350746155,0.0040000000000000036,0.013333333333333346,0.013000000000000012,0.043333333333333376,0.002484009165767853,0.009048686592788813,0.004484009165767855,0.016334236676491264,-0.028000000000000025,-0.014000000000000012,0.008999999999999897,0.0044999999999999485,-0.030664000000000247,-0.06132800000000049,-0.013822000000000223,-0.027644000000000446
3,1.0,0.3,0.3250583646742278,2.0,0.0,0.5,0.281,0.323,1.966,0.623,0.2597652401707989,0.3016429692794998,0.31366429948519503,0.3338133133516158,1.9430717897692698,1.9884385360485644,0.6168896906222072,0.6289846024012862,0.48363599999999995,0.4596102635265187,0.5071674566418574,0.301,0.323,2.012,0.625,0.27840951947831744,0.31964752243031913,0.31259595235601234,0.3323348567656095,1.9871229348665327,2.035568114783567,0.6191635453351908,0.6306115557003082,0.5030000000000001,0.479514106428808,0.5255809001380403,5916.429106473923,218.92305088043213,1323.301502943039,-0.01899999999999996,-0.06333333333333321,0.0010000000000000009,0.0033333333333333366,-0.002058364674227764,-0.0063322925908725625,-0.002058364674227764,-0.0063322925908725625,-0.03400000000000003,-0.017000000000000015,0.01200000000000001,0.006000000000000005,-0.016364000000000045,-0.03272800000000009,0.0030000000000001137,0.006000000000000227
4,1.0,0.3,0.5941847403821459,2.0,0.0,0.5,0.243,0.608,1.934,0.622,0.22893951764681134,0.2568599038955339,0.592686176279491,0.6216167953375846,1.9098111109731535,1.9598705093117004,0.6169819265318367,0.6275176580400322,0.47189599999999987,0.45248609182514454,0.4932383012988446,0.288,0.587,2.0,0.627,0.2765583432598281,0.30321760683538945,0.5733221899351407,0.600978910770286,1.9750009247272122,2.024371239863621,0.6220101535598814,0.6330533753201657,0.508,0.4880406142395257,0.5322135012806628,2686.256341934204,136.20812964439392,1775.2233846187592,-0.056999999999999995,-0.19,-0.01200000000000001,-0.040000000000000036,0.013815259617854125,0.0232507815817837,-0.007184740382145893,-0.012091761861008205,-0.06600000000000006,-0.03300000000000003,0.0,0.0,-0.02810400000000013,-0.05620800000000026,0.008000000000000007,0.016000000000000014
5,1.0,0.3,0.20290062946884058,2.0,0.0,0.5,0.315,0.213,1.976,0.619,0.2869226957349573,0.34430399306870896,0.20438808014453574,0.2205100382993035,1.9558543847070162,1.995897535988601,0.6121760128285079,0.624694025007826,0.47028800000000004,0.4433196026982631,0.49279078683092825,0.314,0.217,2.005,0.62,0.28790931675612136,0.342043505276933,0.20812013942783836,0.22406277392376112,1.9830409318304911,2.025298251604703,0.6138061042079742,0.6257152724994671,0.48119999999999985,0.45636247787397677,0.5041182427228632,3916.66157746315,137.62004780769348,2018.6071956157684,0.015000000000000013,0.050000000000000044,0.014000000000000012,0.04666666666666671,0.010099370531159418,0.04977495909006225,0.014099370531159422,0.06948904282884277,-0.02400000000000002,-0.01200000000000001,0.004999999999999893,0.0024999999999999467,-0.02971199999999996,-0.05942399999999992,-0.01880000000000015,-0.0376000000000003
6,1.0,0.3,0.17523980289680985,2.0,0.0,0.5,0.319,0.169,1.98,0.623,0.28578037108790433,0.35236624257965343,0.16026436014927017,0.17602510948609792,1.9588973010479143,1.9989553948075522,0.6168984973327354,0.6290390281471416,0.4870800000000002,0.46291804943763193,0.510994551462681,0.308,0.173,2.001,0.624,0.27703281800844004,0.3445923156586139,0.16510653590735064,0.18154576936093186,1.9813726455922644,2.022957974785372,0.6187969991120376,0.6310186817071258,0.496248,0.47542559044637445,0.5243367641919177,4194.896552324295,142.36829233169556,2109.858023405075,0.019000000000000017,0.0633333333333334,0.008000000000000007,0.026666666666666693,-0.006239802896809837,-0.03560722389355889,-0.0022398028968098616,-0.01278135937032965,-0.020000000000000018,-0.010000000000000009,0.0009999999999998899,0.0004999999999999449,-0.01291999999999982,-0.02583999999999964,-0.0037519999999999776,-0.007503999999999955
7,1.0,0.3,0.19814571444897175,2.0,0.0,0.5,0.333,0.191,1.991,0.623,0.3014552265838411,0.36619561979477205,0.18369835850860441,0.199097739615817,1.9706602825658415,2.0105686357925445,0.6173362457662773,0.6293842459622319,0.48978600000000005,0.46723293064131655,0.5152080674216073,0.322,0.195,2.014,0.624,0.29342129241910586,0.3489620270022507,0.18676209442499328,0.2025354187182133,1.993952182506394,2.0350119906678183,0.6179790129215659,0.6310117673408876,0.4994719999999999,0.47521946404806714,0.5277153988490952,4398.627861022949,135.561288356781,2191.597140312195,0.03300000000000003,0.1100000000000001,0.02200000000000002,0.0733333333333334,-0.007145714448971746,-0.03606292706780683,-0.0031457144489717426,-0.015875763236766118,-0.008999999999999897,-0.0044999999999999485,0.01399999999999979,0.006999999999999895,-0.010213999999999945,-0.02042799999999989,-0.000528000000000084,-0.001056000000000168
8,1.0,0.3,0.2572590376843348,2.0,0.0,0.5,0.305,0.247,1.966,0.627,0.2811565575690189,0.3342306534808065,0.23754247559986827,0.25681893334615785,1.9462765759386766,1.9884106879085783,0.6205904973031603,0.6326650081521892,0.49936400000000014,0.4741618353960264,0.5216388120544078,0.31,0.249,2.0,0.629,0.2882093348428979,0.3337253093231954,0.24037630883352756,0.25746607851804837,1.977793525112951,2.021403514973313,0.6224716326802449,0.6340772841587989,0.516,0.48988653072097943,0.5363091366351957,3815.258628845215,127.29313564300537,1918.028403520584,0.0050000000000000044,0.016666666666666684,0.010000000000000009,0.03333333333333337,-0.010259037684334782,-0.03987824014533925,-0.00825903768433478,-0.032103974883358186,-0.03400000000000003,-0.017000000000000015,0.0,0.0,-0.0006359999999998589,-0.0012719999999997178,0.016000000000000014,0.03200000000000003
9,1.0,0.3,0.1611430661886762,2.0,0.0,0.5,0.311,0.161,1.982,0.622,0.27422246486326574,0.3496998942502464,0.1521206797465518,0.16905302381674378,1.9603215621627226,2.001402224085714,0.6150448226353357,0.6276712551041274,0.48360800000000004,0.45603767692647046,0.5060888552327609,0.293,0.166,2.002,0.624,0.25940601332965635,0.3311218827752884,0.1582375955772637,0.1747002177589831,1.9829656583641826,2.022977951477583,0.6173074206971509,0.6293277438667378,0.49649600000000005,0.4696989124713924,0.5178282864424184,4191.506816625595,151.7050633430481,2338.8800551891327,0.01100000000000001,0.0366666666666667,-0.007000000000000006,-0.023333333333333355,-0.00014306618867618304,-0.0008878209411050449,0.004856933811323821,0.03014050760109669,-0.018000000000000016,-0.009000000000000008,0.0019999999999997797,0.0009999999999998899,-0.016391999999999962,-0.032783999999999924,-0.0035039999999999516,-0.007007999999999903
