sim_id,true_eta,tada_eta,tada_eta_hdi_3%,tada_eta_hdi_97%,addm_eta,addm_eta_hdi_3%,addm_eta_hdi_97%,true_kappa,tada_kappa,tada_kappa_hdi_3%,tada_kappa_hdi_97%,addm_kappa,addm_kappa_hdi_3%,addm_kappa_hdi_97%,true_a,tada_a,tada_a_hdi_3%,tada_a_hdi_97%,addm_a,addm_a_hdi_3%,addm_a_hdi_97%,true_x0,tada_x0,addm_x0
16,0.3,0.265,0.2440747790994139,0.2864373912326132,0.302,0.2828276155505105,0.3205804077964534,0.5,0.516,0.500154019575894,0.5353230759966411,0.505,0.4886153574710864,0.5222543760655011,2.0,1.931,1.8982239003813075,1.964764560439685,1.994,1.9592787736376036,2.027218280838916,-0.3341925608072407,-0.31668399999999997,-0.3310040000000001
17,0.3,0.284,0.2619598622990567,0.30746056871181726,0.305,0.2852829441549226,0.3281882240800581,0.5,0.491,0.47375433481309814,0.5099535744433472,0.495,0.4772756912125789,0.5122249261119229,2.0,1.914,1.8791650460919596,1.9533154252244784,1.989,1.9535030313155368,2.028739185961157,-1.0417070640052293,-0.941688,-1.0223460000000002
18,0.3,0.258,0.23703505260845933,0.2797881875111428,0.297,0.2734702640745986,0.31570567981504566,0.5,0.518,0.5005718912912613,0.535260787358877,0.501,0.48422369832265694,0.5160574008595752,2.0,1.947,1.9127040587205864,1.9769862185235003,2.005,1.9716705601022624,2.0346206403142246,-0.2632300397016989,-0.25310999999999995,-0.26866999999999996
19,0.3,0.284,0.2612753172819782,0.3094603522318913,0.309,0.28880966606675096,0.3290724797096606,0.5,0.506,0.48816065310560963,0.5268966187556373,0.507,0.4893138638772163,0.5255026507061868,2.0,1.948,1.9079703176375005,1.9822387358963929,2.019,1.9805675301016603,2.0545501812556686,1.0409344196794112,0.966208,1.041804
20,0.3,0.268,0.24454568728636783,0.2876803400917005,0.312,0.293099368848303,0.3330455090168636,0.5,0.521,0.5045556649780827,0.5394439534949261,0.507,0.4899936987471087,0.5232972668534456,2.0,1.939,1.9056707238601853,1.9719781500189184,1.999,1.9666238421964086,2.0334724826860513,0.3482037356812522,0.31799599999999995,0.3398300000000001
21,0.3,0.25,0.22496020793343258,0.27361042806448854,0.274,0.24691369689366657,0.2947771847462222,0.5,0.485,0.4655123259113377,0.5029552737344487,0.49,0.4719846646268428,0.507207013776437,2.0,1.878,1.8421431962746502,1.9171011718509607,1.958,1.9164816610487552,1.9939044576951497,1.145433184186798,0.9915839999999998,1.0808160000000002
22,0.3,0.337,0.30402057675386474,0.3680651397037673,0.306,0.28121300951676675,0.3309576730259085,0.5,0.452,0.4269781224106423,0.4754237214137756,0.5,0.47930329020731605,0.5224962689373072,2.0,1.87,1.8193642902409628,1.9244946393837725,1.992,1.9479596490922666,2.0428437047942007,-1.5796422221850206,-1.43616,-1.565712
23,0.3,0.246,0.22606272801019808,0.26903510823201143,0.292,0.2747803897483293,0.31141187692297323,0.5,0.524,0.5075759166715438,0.5445007197210061,0.5,0.48310141883848895,0.5164248221178321,2.0,1.964,1.925225332788875,1.9943497281206612,2.014,1.979840434860966,2.045659925244748,0.32671645287259343,0.3613759999999999,0.37863199999999964
24,0.3,0.282,0.2591452459975636,0.30569480472747285,0.309,0.28689887303441897,0.32970704095642744,0.5,0.515,0.4956195745315591,0.5331911944016856,0.512,0.49388462284747636,0.530689267840052,2.0,1.946,1.9094632629167079,1.98748806290158,2.012,1.9701637592200643,2.0494794394431546,1.1012649212214538,1.0119200000000002,1.0905040000000001
25,0.3,0.28,0.25279529000939094,0.3107448099764548,0.244,-0.11703354607023105,0.3219982759335826,0.5,0.463,0.44226269055984735,0.48401219501312964,0.479,0.41115112948626137,0.5097017582055987,2.0,1.892,1.8428781297788677,1.9311291773572605,1.959,1.6124027165260468,2.023423761476442,-1.3846143981179027,-1.2676399999999999,-1.320366
26,0.3,0.253,0.22993391276508354,0.2780466985826987,0.29,0.2655100987517067,0.31287692591824173,0.5,0.507,0.48788295417170974,0.5254681663844877,0.504,0.486031673534191,0.5208542191734952,2.0,1.909,1.869154092945064,1.9459103628328422,1.984,1.947671344307672,2.017260939753528,1.116147361342684,1.015588,1.0991360000000001
27,0.3,0.281,0.25964212374505763,0.3010941466258941,0.322,0.30335613114458426,0.34130044009932453,0.5,0.52,0.5032742141922778,0.5378279485435369,0.503,0.4866877490315446,0.518933200938815,2.0,1.951,1.9167518796367533,1.9799372351975726,2.009,1.9717676643774706,2.0409656276648627,-0.08624965576910126,-0.08194200000000018,-0.08437800000000006
28,0.3,0.263,0.2367275787756459,0.2877068042383265,0.279,0.25563567644468405,0.30309064544656317,0.5,0.485,0.4656115720758582,0.5045547196234873,0.494,0.4750555182603311,0.5126910718671654,2.0,1.929,1.8877989968489235,1.971577494286935,2.017,1.9757636014629194,2.059184930466232,-1.205180414208618,-1.11882,-1.218268
29,0.3,0.29,0.2674843302741569,0.3166269142694265,0.288,0.2649101177508251,0.3083325856824384,0.5,0.491,0.4708966654255981,0.5103840351292216,0.523,0.5007919732655963,0.5437155334857693,2.0,1.932,1.888922857704569,1.9763238826888547,2.049,2.004060278090419,2.09476332444929,-1.3370933890365166,-1.232616,-1.360536
30,0.3,0.241,0.21710462072544343,0.2630493412952989,0.286,0.26659417931732476,0.30754470155656743,0.5,0.495,0.4777751893738566,0.5113703440396105,0.481,0.46422864139906067,0.4976061066385444,2.0,1.914,1.8829711714708177,1.9469797428350455,1.977,1.9443198776873438,2.012538259166304,-0.2114553031933537,-0.17608800000000002,-0.1977
31,0.3,0.238,0.21503797210482875,0.2628207884492502,0.276,0.2527507861125145,0.29939498866829534,0.5,0.504,0.4838034816883257,0.5231391382082121,0.494,0.4755063025972526,0.5111603175333267,2.0,1.948,1.907776922193653,1.984862481577921,2.018,1.9830303089045858,2.0591766916832874,0.8700851558896696,0.7986799999999996,0.8717759999999997
32,0.3,0.25,0.2278011149315739,0.2722103995618469,0.291,0.2713388909085708,0.308404241811688,0.5,0.529,0.5120610257932501,0.5473430698420917,0.519,0.5026072493939256,0.5366572250629484,2.0,1.964,1.9325619140814732,1.9994265502768984,2.035,1.996152344023413,2.0669057482574296,0.2556357744428408,0.23960800000000004,0.2604799999999998
33,0.3,0.263,0.2413292836702297,0.2845442360368697,0.3,0.27975025717354385,0.31972870161936084,0.5,0.506,0.4880517290784339,0.5243683888927478,0.497,0.47750779333392773,0.5117467086193159,2.0,1.94,1.90558737682603,1.9729587599332234,2.003,1.9680439907823633,2.035889908072501,0.4253101071706835,0.37636000000000003,0.4046059999999998
34,0.3,0.252,0.22828708604465342,0.2746839895332142,0.292,0.26959245448345553,0.31171723626352593,0.5,0.507,0.48656147257355153,0.5254581727549195,0.499,0.48200156229324825,0.5160063929504958,2.0,1.946,1.9089182566942313,1.976895086837977,2.016,1.9770197212268898,2.0501071424551873,-0.6221130685147174,-0.5954760000000001,-0.6451199999999999
35,0.3,0.266,0.24167876911466812,0.28751553972698113,0.304,0.282321638579692,0.3245894643310899,0.5,0.509,0.4918093856379069,0.5281741836317604,0.501,0.4843066162145726,0.5205481965569589,2.0,1.929,1.896087378956703,1.9679169454123564,1.999,1.9653424907866144,2.037370009430481,-0.7414828618443046,-0.690582,-0.7476260000000001
36,0.3,0.257,0.23563920815463868,0.27714743090057203,0.295,0.27534779397138265,0.31598720532885116,0.5,0.517,0.49983599155924013,0.536868612065381,0.506,0.49038084271955656,0.5240567589549147,2.0,1.95,1.9168702396364834,1.9827011029025698,2.017,1.9820123614063185,2.0478946616930647,0.04069246554437855,0.06630000000000025,0.08068000000000008
37,0.3,0.251,0.2258982258694623,0.27559954214419513,0.283,0.2635023695631441,0.3054871101067973,0.5,0.502,0.4835475536482924,0.5197418203567586,0.504,0.48518021386633087,0.5200878648790636,2.0,1.917,1.878539541720064,1.953765592245468,1.996,1.9577901526569834,2.0370354371638753,-1.0859589037723365,-0.993006,-1.073848
38,0.3,0.257,0.23628931707938228,0.27805418011548433,0.293,0.2727424768678278,0.31393613374946716,0.5,0.507,0.49020067069490825,0.5241961674024924,0.499,0.4783523143813566,0.5129613995157281,2.0,1.957,1.9232745157213986,1.9948773495454388,2.028,1.9942127977654631,2.06403713939493,-0.5213259287559455,-0.49316399999999994,-0.543504
39,0.3,0.251,0.22825270426933345,0.27398677690628087,0.295,0.27291174890582215,0.31608735796658605,0.5,0.512,0.49293287311022005,0.5282274415968232,0.498,0.48128423607106446,0.5165371963663618,2.0,1.924,1.8922028468647734,1.9584488288683612,1.989,1.9561108195760777,2.0221844585733484,-0.5455596909862079,-0.4694559999999999,-0.5131620000000001
41,0.3,0.276,0.25168556507012485,0.30156494222648356,0.309,0.2867879150757255,0.3302657864834794,0.5,0.495,0.47616270842535774,0.5116854886355698,0.492,0.47542181074532724,0.5081783755005443,2.0,1.919,1.887879920315643,1.9540205632187897,1.992,1.9567193016775113,2.022164513889547,0.735260948592583,0.65246,0.713136
42,0.3,0.256,0.23388819799750535,0.2768935168453244,0.288,0.270134078965832,0.309112209665268,0.5,0.507,0.49037185906170894,0.5256023590597274,0.498,0.48217515904362324,0.5141509434912276,2.0,1.938,1.9053360433899797,1.971611797874417,2.004,1.9711226814030987,2.036704163840914,0.5895497479487748,0.5348879999999998,0.5731440000000001
43,0.3,0.265,0.23999390391471595,0.28734614661841706,0.298,0.275827880231607,0.31836525337233956,0.5,0.492,0.4728398536112675,0.5120430581092371,0.486,0.466794607149738,0.500963170274827,2.0,1.908,1.8711435415043647,1.9457422262111215,1.971,1.933764927387129,2.004003407971406,0.8975247271221085,0.8242559999999997,0.8869500000000001
44,0.3,0.242,0.2184978701656594,0.26391244666714636,0.294,0.27143662865595025,0.3146685327990861,0.5,0.513,0.4937927415232152,0.5301717302525254,0.491,0.4724265611001385,0.5074074349204847,2.0,1.936,1.896575698362868,1.9741356340408187,1.994,1.952712084165222,2.0297177613188095,0.7756642621651708,0.7163200000000001,0.7736719999999997
46,0.3,0.263,0.24220848956113342,0.2871825150568269,0.297,0.27798196113225343,0.32035940295504983,0.5,0.504,0.48548715355740985,0.5224865884155437,0.498,0.48172128864079067,0.5161639604817435,2.0,1.941,1.9051398952790919,1.975354766449654,2.008,1.9745663710050578,2.0456507475326586,0.41249930259513024,0.41149199999999975,0.44175999999999993
47,0.3,0.271,0.2492295532540092,0.2955592865436693,0.316,0.29149172374034404,0.3354518281796434,0.5,0.509,0.48810824616319826,0.5252344330263982,0.491,0.47366922657934746,0.5094875218290656,2.0,1.916,1.8799432884296172,1.9494999194601739,1.968,1.9292851033297924,2.001416800637053,-0.8426654391631052,-0.770232,-0.822624
48,0.3,0.249,0.22915672942573495,0.2683105747299995,0.297,0.27612075215760196,0.3187655409423819,0.5,0.516,0.4962532904947439,0.531490034819,0.496,0.4800179393041249,0.513283796481562,2.0,1.929,1.8964913158081032,1.962357715057349,1.99,1.9554481489650521,2.0216774179742347,-0.3850196159883379,-0.34336200000000017,-0.3780999999999999
