sim_id,true_eta,true_kappa,true_a,true_sigma,true_b,true_x0,tada_eta,tada_kappa,tada_a,tada_z,tada_eta_hdi_3%,tada_eta_hdi_97%,tada_kappa_hdi_3%,tada_kappa_hdi_97%,tada_a_hdi_3%,tada_a_hdi_97%,tada_z_hdi_3%,tada_z_hdi_97%,tada_x0,addm_eta,addm_kappa,addm_a,addm_x0_raw,addm_eta_hdi_3%,addm_eta_hdi_97%,addm_kappa_hdi_3%,addm_kappa_hdi_97%,addm_a_hdi_3%,addm_a_hdi_97%,addm_x0_raw_hdi_3%,addm_x0_raw_hdi_97%,addm_x0,time_data_simulation,time_tada_inference,time_addm_inference,tada_eta_error,tada_eta_rel_error,addm_eta_error,addm_eta_rel_error,tada_kappa_error,tada_kappa_rel_error,addm_kappa_error,addm_kappa_rel_error,tada_a_error,tada_a_rel_error,addm_a_error,addm_a_rel_error,tada_x0_error,tada_x0_rel_error,addm_x0_error,addm_x0_rel_error
16,0.3,0.5,2.0,1.0,0.0,-0.3341925608072407,0.265,0.516,1.931,0.418,0.2440747790994139,0.2864373912326132,0.500154019575894,0.5353230759966411,1.8982239003813075,1.964764560439685,0.4103630935636602,0.4268451700471765,-0.31668399999999997,0.302,0.505,1.994,0.417,0.2828276155505105,0.3205804077964534,0.4886153574710864,0.5222543760655011,1.9592787736376036,2.027218280838916,0.40906651954842743,0.42491238257904257,-0.3310040000000001,1791.0014607906342,88.47998142242432,1037.2669451236725,-0.034999999999999976,-0.11666666666666659,0.0020000000000000018,0.006666666666666673,0.016000000000000014,0.03200000000000003,0.0050000000000000044,0.010000000000000009,-0.06899999999999995,-0.034499999999999975,-0.006000000000000005,-0.0030000000000000027,0.017508560807240725,-0.05239063600024151,0.0031885608072406146,-0.00954108852554545
17,0.3,0.5,2.0,1.0,0.0,-1.0417070640052293,0.284,0.491,1.914,0.254,0.2619598622990567,0.30746056871181726,0.47375433481309814,0.5099535744433472,1.8791650460919596,1.9533154252244784,0.24672674562921812,0.2609182451612482,-0.941688,0.305,0.495,1.989,0.243,0.2852829441549226,0.3281882240800581,0.4772756912125789,0.5122249261119229,1.9535030313155368,2.028739185961157,0.236973748583997,0.25003101970795244,-1.0223460000000002,1437.529708147049,93.13389468193054,773.5704143047333,-0.016000000000000014,-0.053333333333333385,0.0050000000000000044,0.016666666666666684,-0.009000000000000008,-0.018000000000000016,-0.0050000000000000044,-0.010000000000000009,-0.08600000000000008,-0.04300000000000004,-0.010999999999999899,-0.005499999999999949,0.10001906400522931,-0.09601457786094769,0.01936106400522908,-0.01858590065693544
18,0.3,0.5,2.0,1.0,0.0,-0.2632300397016989,0.258,0.518,1.947,0.435,0.23703505260845933,0.2797881875111428,0.5005718912912613,0.535260787358877,1.9127040587205864,1.9769862185235003,0.42470945008815375,0.4420564891803514,-0.25310999999999995,0.297,0.501,2.005,0.433,0.2734702640745986,0.31570567981504566,0.48422369832265694,0.5160574008595752,1.9716705601022624,2.0346206403142246,0.4249466218678672,0.4418136346146541,-0.26866999999999996,1824.0555331707,89.19798040390015,927.8709149360657,-0.04199999999999998,-0.13999999999999996,-0.0030000000000000027,-0.010000000000000009,0.018000000000000016,0.03600000000000003,0.0010000000000000009,0.0020000000000000018,-0.052999999999999936,-0.026499999999999968,0.004999999999999893,0.0024999999999999467,0.010120039701698946,-0.03844561096889745,-0.005439960298301072,0.0206661834814363
19,0.3,0.5,2.0,1.0,0.0,1.0409344196794112,0.284,0.506,1.948,0.748,0.2612753172819782,0.3094603522318913,0.48816065310560963,0.5268966187556373,1.9079703176375005,1.9822387358963929,0.7408593531090317,0.7542392275348359,0.966208,0.309,0.507,2.019,0.758,0.28880966606675096,0.3290724797096606,0.4893138638772163,0.5255026507061868,1.9805675301016603,2.0545501812556686,0.751562775033782,0.7635344842840364,1.041804,1462.2767572402954,108.71361923217773,1074.9694609642029,-0.016000000000000014,-0.053333333333333385,0.009000000000000008,0.030000000000000027,0.006000000000000005,0.01200000000000001,0.007000000000000006,0.014000000000000012,-0.052000000000000046,-0.026000000000000023,0.019000000000000128,0.009500000000000064,-0.0747264196794113,-0.07178782665523316,0.0008695803205887032,0.0008353843471296857
20,0.3,0.5,2.0,1.0,0.0,0.3482037356812522,0.268,0.521,1.939,0.582,0.24454568728636783,0.2876803400917005,0.5045556649780827,0.5394439534949261,1.9056707238601853,1.9719781500189184,0.5724686708128509,0.5903539834167726,0.31799599999999995,0.312,0.507,1.999,0.585,0.293099368848303,0.3330455090168636,0.4899936987471087,0.5232972668534456,1.9666238421964086,2.0334724826860513,0.5769131259985597,0.5930536380570013,0.3398300000000001,1484.4270734786987,74.89030456542969,714.3406167030334,-0.03199999999999997,-0.10666666666666658,0.01200000000000001,0.040000000000000036,0.02100000000000002,0.04200000000000004,0.007000000000000006,0.014000000000000012,-0.06099999999999994,-0.03049999999999997,-0.0009999999999998899,-0.0004999999999999449,-0.030207735681252235,-0.08675304882112057,-0.008373735681252104,-0.02404837979371213
21,0.3,0.5,2.0,1.0,0.0,1.145433184186798,0.25,0.485,1.878,0.764,0.22496020793343258,0.27361042806448854,0.4655123259113377,0.5029552737344487,1.8421431962746502,1.9171011718509607,0.7566265187734056,0.7698882178060567,0.9915839999999998,0.274,0.49,1.958,0.776,0.24691369689366657,0.2947771847462222,0.4719846646268428,0.507207013776437,1.9164816610487552,1.9939044576951497,0.7706305511177903,0.7827897811018175,1.0808160000000002,1087.4506413936615,86.1595208644867,955.4333035945892,-0.04999999999999999,-0.16666666666666663,-0.025999999999999968,-0.08666666666666656,-0.015000000000000013,-0.030000000000000027,-0.010000000000000009,-0.020000000000000018,-0.12200000000000011,-0.061000000000000054,-0.04200000000000004,-0.02100000000000002,-0.15384918418679816,-0.13431528465453324,-0.06461718418679774,-0.05641287949298658
22,0.3,0.5,2.0,1.0,0.0,-1.5796422221850206,0.337,0.452,1.87,0.116,0.30402057675386474,0.3680651397037673,0.4269781224106423,0.4754237214137756,1.8193642902409628,1.9244946393837725,0.11166955579603424,0.1197785277386388,-1.43616,0.306,0.5,1.992,0.107,0.28121300951676675,0.3309576730259085,0.47930329020731605,0.5224962689373072,1.9479596490922666,2.0428437047942007,0.1037375298389004,0.11087977645951412,-1.565712,764.6165990829468,81.23987483978271,1447.6775486469269,0.03700000000000003,0.12333333333333345,0.006000000000000005,0.020000000000000018,-0.04799999999999999,-0.09599999999999997,0.0,0.0,-0.1299999999999999,-0.06499999999999995,-0.008000000000000007,-0.0040000000000000036,0.1434822221850205,-0.09083210119982137,0.013930222185020602,-0.008818593216476446
23,0.3,0.5,2.0,1.0,0.0,0.32671645287259343,0.246,0.524,1.964,0.592,0.22606272801019808,0.26903510823201143,0.5075759166715438,0.5445007197210061,1.925225332788875,1.9943497281206612,0.5832482789966459,0.6001615099118206,0.3613759999999999,0.292,0.5,2.014,0.594,0.2747803897483293,0.31141187692297323,0.48310141883848895,0.5164248221178321,1.979840434860966,2.045659925244748,0.5863142842016751,0.6021426852638043,0.37863199999999964,1548.762892961502,69.25317454338074,897.144611120224,-0.05399999999999999,-0.18,-0.008000000000000007,-0.026666666666666693,0.02400000000000002,0.04800000000000004,0.0,0.0,-0.03600000000000003,-0.018000000000000016,0.01399999999999979,0.006999999999999895,0.03465954712740649,0.10608448647954177,0.0519155471274062,0.15890092669330988
24,0.3,0.5,2.0,1.0,0.0,1.1012649212214538,0.282,0.515,1.946,0.76,0.2591452459975636,0.30569480472747285,0.4956195745315591,0.5331911944016856,1.9094632629167079,1.98748806290158,0.7530426313690654,0.7660040986214964,1.0119200000000002,0.309,0.512,2.012,0.771,0.28689887303441897,0.32970704095642744,0.49388462284747636,0.530689267840052,1.9701637592200643,2.0494794394431546,0.7645853461650529,0.7775246162715823,1.0905040000000001,1147.210376739502,70.14452624320984,1153.4510934352875,-0.018000000000000016,-0.06000000000000005,0.009000000000000008,0.030000000000000027,0.015000000000000013,0.030000000000000027,0.01200000000000001,0.02400000000000002,-0.05400000000000005,-0.027000000000000024,0.01200000000000001,0.006000000000000005,-0.08934492122145365,-0.08112936269899335,-0.010760921221453668,-0.009771419223558243
25,0.3,0.5,2.0,1.0,0.0,-1.3846143981179027,0.28,0.463,1.892,0.165,0.25279529000939094,0.3107448099764548,0.44226269055984735,0.48401219501312964,1.8428781297788677,1.9311291773572605,0.15886444399919533,0.1697448491201071,-1.2676399999999999,0.244,0.479,1.959,0.163,-0.11703354607023105,0.3219982759335826,0.41115112948626137,0.5097017582055987,1.6124027165260468,2.023423761476442,0.14695194130900494,0.22444266749419456,-1.320366,961.7059650421143,88.74012422561646,22364.65477991104,-0.019999999999999962,-0.06666666666666654,-0.055999999999999994,-0.18666666666666665,-0.03699999999999998,-0.07399999999999995,-0.02100000000000002,-0.04200000000000004,-0.1080000000000001,-0.05400000000000005,-0.040999999999999925,-0.020499999999999963,0.11697439811790278,-0.08448156994243691,0.06424839811790273,-0.04640165392273485
