sim_id,true_sigma,true_eta,true_kappa,true_a,true_b,true_x0,tada_eta,tada_kappa,tada_a,tada_z,tada_eta_hdi_3%,tada_eta_hdi_97%,tada_kappa_hdi_3%,tada_kappa_hdi_97%,tada_a_hdi_3%,tada_a_hdi_97%,tada_z_hdi_3%,tada_z_hdi_97%,tada_x0,tada_x0_hdi_3%,tada_x0_hdi_97%,addm_eta,addm_kappa,addm_a,addm_x0_raw,addm_eta_hdi_3%,addm_eta_hdi_97%,addm_kappa_hdi_3%,addm_kappa_hdi_97%,addm_a_hdi_3%,addm_a_hdi_97%,addm_x0_raw_hdi_3%,addm_x0_raw_hdi_97%,addm_x0,addm_x0_hdi_3%,addm_x0_hdi_97%,time_data_simulation,time_tada_inference,time_addm_inference,tada_eta_error,tada_eta_rel_error,addm_eta_error,addm_eta_rel_error,tada_kappa_error,tada_kappa_rel_error,addm_kappa_error,addm_kappa_rel_error,tada_a_error,tada_a_rel_error,addm_a_error,addm_a_rel_error,tada_x0_error,tada_x0_rel_error,addm_x0_error,addm_x0_rel_error
0,1.0,0.3,0.5,2.0,0.0,-0.30180789244006667,0.268,0.505,1.921,0.428,0.25233170541913214,0.2830013239420594,0.49392905351198557,0.518560725367899,1.8987351756456547,1.9434727146888953,0.42237359964860666,0.43471229775051945,-0.276624,-0.2982406301500533,-0.2508353520425042,0.305,0.495,1.987,0.425,0.2903894734216765,0.31870079034908655,0.4847815887892577,0.5078873747386297,1.9662093353287156,2.012120475626606,0.4194077496145238,0.4305658218212604,-0.29805000000000015,-0.32027360303188246,-0.2759314240823112,2971.458094358444,122.96262502670288,1681.6358761787415,-0.03199999999999997,-0.10666666666666658,0.0050000000000000044,0.016666666666666684,0.0050000000000000044,0.010000000000000009,-0.0050000000000000044,-0.010000000000000009,-0.07899999999999996,-0.03949999999999998,-0.0129999999999999,-0.00649999999999995,0.02518389244006669,-0.08344345217899739,0.0037578924400665237,-0.01245127292624652
1,1.0,0.3,0.5,2.0,0.0,0.6805088250372497,0.249,0.511,1.944,0.661,0.23310895592220682,0.26457732949527096,0.49879225549824185,0.5245820217024949,1.9221824072868325,1.9714029702117464,0.6547736539193995,0.6660652520499162,0.6259680000000003,0.6017599664386251,0.6456616999700739,0.288,0.5,2.009,0.669,0.27441034094445993,0.3045406521768352,0.4884847446030289,0.5123485995369486,1.9852169552340952,2.0328763522923645,0.6641153983739042,0.6745308613894991,0.6790419999999999,0.659415670666347,0.7012650010630077,2820.410932779312,124.22895669937134,1971.9086236953735,-0.05099999999999999,-0.16999999999999998,-0.01200000000000001,-0.040000000000000036,0.01100000000000001,0.02200000000000002,0.0,0.0,-0.05600000000000005,-0.028000000000000025,0.008999999999999897,0.0044999999999999485,-0.05454082503724944,-0.0801471237852999,-0.0014668250372498193,-0.00215548275537724
2,1.0,0.3,0.5,2.0,0.0,-0.19889653211649239,0.246,0.514,1.956,0.449,0.23068935292027204,0.26121753967503225,0.5013967961931666,0.5259206169137419,1.932976995600839,1.9803742229276622,0.4430049349312666,0.4546554129672505,-0.1995119999999999,-0.22296469454888523,-0.1773880244721162,0.289,0.499,2.021,0.447,0.2760834677920427,0.3033141836148245,0.4874337001391355,0.5097833486967803,1.9970968638762325,2.0447456760752845,0.4410564123830147,0.45260780103840853,-0.21422600000000003,-0.23824998114785467,-0.1915592682027527,4187.018800973892,172.2714340686798,2125.5245900154114,-0.05399999999999999,-0.18,-0.01100000000000001,-0.0366666666666667,0.014000000000000012,0.028000000000000025,-0.0010000000000000009,-0.0020000000000000018,-0.04400000000000004,-0.02200000000000002,0.020999999999999908,0.010499999999999954,-0.0006154678835075256,0.003094412340719194,-0.015329467883507641,0.07707257497345038
3,1.0,0.3,0.5,2.0,0.0,-0.38902463304573565,0.266,0.511,1.938,0.409,0.25184520480864375,0.2803704394487981,0.49694336733688815,0.5224992627481019,1.914452803784946,1.960557840532533,0.4033616093430217,0.41493778251548086,-0.35271600000000003,-0.374570402186448,-0.3297011549699962,0.302,0.503,2.008,0.403,0.28809731432596125,0.3160188901970176,0.492790623971431,0.5161262625847876,1.9843405613221423,2.0315880276519054,0.39685766038623166,0.4081287894188416,-0.3895519999999999,-0.41421963588889366,-0.36895478169393203,4065.117893218994,183.61066961288452,1627.3441197872162,-0.033999999999999975,-0.11333333333333326,0.0020000000000000018,0.006666666666666673,0.01100000000000001,0.02200000000000002,0.0030000000000000027,0.006000000000000005,-0.062000000000000055,-0.031000000000000028,0.008000000000000007,0.0040000000000000036,0.03630863304573562,-0.09333247810420015,-0.0005273669542642523,0.0013556132683306263
4,1.0,0.3,0.5,2.0,0.0,-0.12318048990321917,0.273,0.512,1.938,0.475,0.2571882074940036,0.2885689068161232,0.5009777970428123,0.5259724621152642,1.9137611353646198,1.9593539593508993,0.46893776450933145,0.48033963205490365,-0.09689999999999999,-0.12039722476183123,-0.07620358615519351,0.31,0.505,2.007,0.472,0.29571449215428824,0.3253498003087268,0.49281457763198455,0.5181701640643657,1.984214864845537,2.029832976856728,0.4666095215535838,0.47775032232061015,-0.11239200000000005,-0.13402938048391455,-0.0893102062050708,5082.739780426025,202.5683867931366,1847.1250693798065,-0.02699999999999997,-0.0899999999999999,0.010000000000000009,0.03333333333333337,0.01200000000000001,0.02400000000000002,0.0050000000000000044,0.010000000000000009,-0.062000000000000055,-0.031000000000000028,0.007000000000000117,0.0035000000000000586,0.026280489903219184,-0.21334945106864991,0.010788489903219123,-0.08758278126426886
5,1.0,0.3,0.5,2.0,0.0,-0.6457431381046559,0.255,0.508,1.945,0.347,0.240889027638096,0.2704666238417023,0.4958300523159797,0.5200631982893826,1.9216555622857598,1.9675288956700983,0.3404699178798107,0.3519351306227436,-0.5951700000000002,-0.6205720194475364,-0.5759723418775273,0.295,0.498,2.01,0.34,0.2790153094265483,0.3099577030186715,0.4859554106254754,0.5083242339506138,1.984723707199023,2.0343719783442262,0.33474416822394093,0.345539335921229,-0.6431999999999998,-0.6643284437397574,-0.6209318695966595,2878.3368060588837,132.7808768749237,1446.3633666038513,-0.044999999999999984,-0.14999999999999997,-0.0050000000000000044,-0.016666666666666684,0.008000000000000007,0.016000000000000014,-0.0020000000000000018,-0.0040000000000000036,-0.05499999999999994,-0.02749999999999997,0.009999999999999787,0.004999999999999893,0.05057313810465569,-0.07831773211418823,0.0025431381046561174,-0.00393831223994199
6,1.0,0.3,0.5,2.0,0.0,-1.3833603131586232,0.309,0.466,1.903,0.166,0.28966441663219056,0.3261773986598212,0.45236077342275327,0.4794653051893374,1.8709698880966026,1.9290024929871337,0.1620711945273474,0.16937009339933518,-1.271204,-1.2861570336289159,-1.2583774245221302,0.301,0.494,1.998,0.155,0.2820293599333897,0.31866870690877996,0.4809450512335027,0.5093008732385177,1.9688475249463018,2.031089600584516,0.15142045305280502,0.15833690926880328,-1.37862,-1.3929238696009911,-1.365285710561862,1908.5740640163422,123.27630233764648,4552.024472236633,0.009000000000000008,0.030000000000000027,0.0010000000000000009,0.0033333333333333366,-0.033999999999999975,-0.06799999999999995,-0.006000000000000005,-0.01200000000000001,-0.09699999999999998,-0.04849999999999999,-0.0020000000000000018,-0.0010000000000000009,0.11215631315862318,-0.08107527163515119,0.004740313158623222,-0.0034266655718926016
8,1.0,0.3,0.5,2.0,0.0,1.4713009920665008,0.306,0.462,1.873,0.852,0.2844084893597005,0.32951683608722265,0.4462690982683224,0.4766931183509797,1.8439366397935506,1.904585754848757,0.8490099689559133,0.8557237136641048,1.318592,1.3073913437088514,1.3325410313857369,0.291,0.496,1.979,0.863,0.2734070877255754,0.3087269001942223,0.4811859138775834,0.5094332690529363,1.9444596329863832,2.009603686446788,0.8594957991879001,0.8654100077195158,1.436754,1.4228843731857088,1.4462928105538437,1717.901240825653,128.88725447654724,4455.990516424179,0.006000000000000005,0.020000000000000018,-0.009000000000000008,-0.030000000000000027,-0.03799999999999998,-0.07599999999999996,-0.0040000000000000036,-0.008000000000000007,-0.127,-0.0635,-0.020999999999999908,-0.010499999999999954,-0.1527089920665008,-0.10379180935099822,-0.03454699206650069,-0.02348057416720563
9,1.0,0.3,0.5,2.0,0.0,-1.282605114829443,0.289,0.49,1.901,0.194,0.2714601722084932,0.3076564622762977,0.47441318589312137,0.5037720221770167,1.8726325564094,1.934899827748068,0.1896467660386467,0.19781191891382593,-1.1634120000000001,-1.1799629955210653,-1.1489190842896337,0.299,0.505,1.992,0.182,0.2821269947107958,0.3147771802410442,0.4904516246839783,0.5182199144110526,1.9665655906097077,2.024783367277776,0.17850253656331316,0.1855528150870541,-1.266912,-1.2808458943317604,-1.2527575846931764,2056.7048420906067,130.90767431259155,2269.4840755462646,-0.01100000000000001,-0.0366666666666667,-0.0010000000000000009,-0.0033333333333333366,-0.010000000000000009,-0.020000000000000018,0.0050000000000000044,0.010000000000000009,-0.09899999999999998,-0.04949999999999999,-0.008000000000000007,-0.0040000000000000036,0.11919311482944295,-0.09293048456717942,0.015693114829443022,-0.012235344025998091
10,1.0,0.3,0.5,2.0,0.0,-0.5196264468365419,0.265,0.512,1.954,0.374,0.25033406941627784,0.2801602940109463,0.49997158932290936,0.5245032209760585,1.9298106936623747,1.9777905908323545,0.36863301521022945,0.38036654366291556,-0.49240799999999996,-0.5133821765584232,-0.467527547365326,0.303,0.499,2.015,0.369,0.2883911450067534,0.3180972160959858,0.4876257023094708,0.5109121848624637,1.9930602343392403,2.038603833086291,0.36399425161460797,0.37451262116582196,-0.52793,-0.5481031659931299,-0.5057141367017375,3014.0591249465942,120.18327045440674,1430.2452156543732,-0.034999999999999976,-0.11666666666666659,0.0030000000000000027,0.010000000000000009,0.01200000000000001,0.02400000000000002,-0.0010000000000000009,-0.0020000000000000018,-0.04600000000000004,-0.02300000000000002,0.015000000000000124,0.007500000000000062,0.027218446836541954,-0.0523807958625786,-0.0083035531634581,0.015979850937167823
