trialNum,firstVal,secondVal,firstIsChosen,decisionRT,firstFixLat,secondFixLat,thirdFixLat
6,1,3,0,0.827066369354725,0.162,0.51,NaN
11,1,2,1,0.84704852104187,0.164,0.372,0.616
18,1,5,0,0.897351179271936,0.166,0.414,NaN
61,1,1,0,0.877376116812229,0.163,0.415,NaN
62,1,5,0,0.937264060601592,0.178,0.43,NaN
102,1,1,0,1.14697374776006,0.247,0.479,0.755
108,1,3,1,0.897111689671874,0.136,0.356,0.648
133,1,4,0,0.907269399613142,0.162,0.39,NaN
134,1,3,0,1.0268988404423,0.201,0.421,0.709
148,1,5,0,0.867099851369858,0.194,0.486,NaN
170,1,3,0,0.817317890003324,0.146,0.358,NaN
175,1,5,0,0.77705636434257,0.142,0.39,NaN
186,1,1,1,0.994197580963373,0.165,0.381,0.697
200,1,2,0,0.827353315427899,0.14,0.352,NaN
209,1,3,0,0.876960273832083,0.201,0.445,NaN
219,1,5,0,0.787444014102221,0.22,0.464,NaN
227,1,3,0,0.776924263685942,0.165,0.461,NaN
229,1,3,0,0.787023296579719,0.176,0.396,NaN
232,1,2,0,1.11825404316187,0.222,0.47,0.834
247,1,2,0,0.807097090408206,0.188,0.404,NaN
264,1,4,0,0.836964249610901,0.144,0.38,NaN
268,1,2,0,0.727326015010476,0.147,0.395,NaN
273,1,4,0,0.777194200083613,0.162,0.39,NaN
284,1,5,0,0.777140120044351,0.136,0.376,NaN
311,1,3,0,0.787095928564668,0.169,0.397,NaN
323,1,3,0,0.7372643109411,0.152,0.376,NaN
333,1,4,0,0.84723237529397,0.194,0.458,NaN
340,1,2,0,0.757249038666487,0.168,0.404,NaN
349,1,3,0,1.01679863967001,0.141,0.401,NaN
353,1,3,0,0.767018470913172,0.152,0.4,NaN
361,1,2,0,0.757001738995314,0.173,0.425,NaN
371,1,5,0,0.776967803016305,0.186,0.434,NaN
382,1,4,0,0.737147927284241,0.178,0.434,NaN
392,1,4,0,0.897162215784192,0.228,0.6,NaN
403,1,5,0,0.847092429175973,0.186,0.418,NaN
404,1,3,0,0.787150923162699,0.149,0.361,NaN
414,1,2,0,0.89700778760016,0.167,0.403,NaN
439,1,4,0,0.777053715661168,0.15,0.398,NaN
444,1,3,0,0.797245873138309,0.149,0.393,NaN
459,1,4,0,0.896984675899148,0.181,0.465,NaN
517,1,2,0,0.877171354368329,0.188,0.436,NaN
521,1,3,0,0.84705095179379,0.154,0.418,NaN
548,1,4,0,0.747210811823606,0.137,0.413,NaN
559,1,3,0,0.867203863337636,0.192,0.412,NaN
576,1,4,0,0.857041528448462,0.151,0.391,NaN
579,1,2,0,0.837049385532737,0.191,0.439,NaN
10,1,4,1,0.827158315107226,0.19,0.422,0.658
22,1,4,0,0.847255000844598,0.165,0.397,NaN
45,1,3,1,0.917186163365841,0.157,0.409,0.701
63,1,5,0,0.876863507553935,0.112,0.42,NaN
78,1,5,0,0.827206498011947,0.172,0.396,NaN
83,1,4,0,0.937337622046471,0.161,0.421,NaN
123,1,3,0,1.00696481391788,0.173,0.449,NaN
156,1,3,0,0.777332883328199,0.134,0.382,NaN
159,1,2,0,0.80728349275887,0.171,0.427,NaN
164,1,5,0,0.798101428896189,0.169,0.393,NaN
173,1,1,0,1.05737086385489,0.172,0.42,NaN
174,1,4,0,0.776906015351415,0.147,0.367,NaN
178,1,5,0,0.847126327455044,0.167,0.391,NaN
184,1,3,0,0.87736713513732,0.159,0.379,NaN
187,1,2,0,0.767004694789648,0.147,0.383,NaN
203,1,3,0,0.807145608589053,0.163,0.423,NaN
208,1,1,0,0.827288536354899,0.137,0.413,NaN
225,1,1,0,0.757272388786077,0.153,0.365,NaN
228,1,2,0,0.766998860985041,0.162,0.394,NaN
234,1,2,0,0.897027183324099,0.239,0.463,NaN
239,1,3,0,0.787302024662495,0.179,0.419,NaN
275,1,2,0,0.827403295785189,0.178,0.418,NaN
279,1,5,0,0.776985328644514,0.151,0.411,NaN
286,1,4,0,0.837179023772478,0.158,0.406,NaN
304,1,1,0,0.76709926687181,0.164,0.416,NaN
326,1,5,0,0.797606620937586,0.195,0.439,NaN
328,1,3,0,0.767293628305197,0.169,0.445,NaN
341,1,3,0,0.81720831990242,0.171,0.431,NaN
366,1,3,0,0.777830773964524,0.162,0.386,NaN
369,1,2,0,0.746784428134561,0.205,0.421,NaN
373,1,4,0,0.757136283442378,0.158,0.394,NaN
376,1,4,0,0.807132901623845,0.143,0.395,NaN
379,1,5,0,0.806884115561843,0.146,0.398,NaN
389,1,2,0,0.937056325376034,0.137,0.469,NaN
400,1,3,0,0.826858775690198,0.222,0.47,NaN
416,1,4,0,0.757458791136742,0.158,0.378,NaN
423,1,2,0,0.866945121437311,0.164,0.396,NaN
427,1,2,0,1.19543703086674,0.135,0.387,0.827
441,1,2,0,0.866897517815232,0.286,0.506,NaN
443,1,1,0,0.827030275017023,0.21,0.438,NaN
449,1,3,0,0.81674687564373,0.182,0.406,NaN
460,1,4,0,0.76719162799418,0.167,0.391,NaN
464,1,3,0,0.847005376592278,0.162,0.43,NaN
465,1,2,0,0.907021436840296,0.231,0.495,NaN
485,1,4,0,0.737188508734107,0.168,0.388,NaN
489,1,3,0,0.757300918921828,0.182,0.406,NaN
498,1,5,0,0.757188254967332,0.18,0.428,NaN
512,1,1,0,1.14706223644316,0.177,0.449,NaN
526,1,4,0,0.777064831927419,0.191,0.427,NaN
532,1,3,0,0.937181003391743,0.197,0.473,NaN
535,1,2,0,0.807180060073733,0.146,0.394,NaN
539,1,1,0,0.997781060636044,0.156,0.38,NaN
541,1,3,0,0.857182562351227,0.149,0.373,NaN
545,1,2,0,0.796903656795621,0.176,0.404,NaN
562,1,5,0,0.806902904063463,0.162,0.398,NaN
566,1,5,0,0.750092247501016,0.176,0.412,NaN
582,1,5,0,0.846998980268836,0.139,0.407,NaN
26,2,3,0,0.797252913936973,0.115,0.379,NaN
40,2,4,0,0.876989107578993,0.181,0.465,NaN
52,2,5,0,0.817171219736338,0.144,0.408,NaN
53,2,2,0,0.937307773157954,0.179,0.435,NaN
66,2,2,1,0.95752670429647,0.209,0.469,0.697
70,2,1,1,0.98721307516098,0.133,0.369,0.713
91,2,3,0,0.877080041915178,0.183,0.443,NaN
106,2,3,0,0.917260337620974,0.224,0.476,NaN
122,2,5,0,0.857306683436036,0.186,0.446,NaN
145,2,3,0,0.847333777695894,0.16,0.372,NaN
150,2,5,0,0.867041569203138,0.189,0.417,NaN
158,2,3,0,0.76737791672349,0.165,0.409,NaN
168,2,3,1,1.04737629927695,0.156,0.424,0.84
177,2,3,0,0.877215594053268,0.219,0.475,NaN
216,2,5,0,0.807080544531345,0.134,0.382,NaN
223,2,3,0,0.847058862447739,0.17,0.442,NaN
244,2,3,0,1.00724339857697,0.182,0.414,NaN
249,2,5,0,0.756982715800405,0.154,0.382,NaN
260,2,1,1,0.977588703855872,0.164,0.404,0.74
267,2,2,1,1.06729613244534,0.181,0.457,0.845
269,2,4,0,0.837100880220532,0.148,0.388,NaN
281,2,5,0,0.79704525321722,0.153,0.385,NaN
283,2,3,0,0.957060899585485,0.135,0.383,NaN
293,2,4,0,0.847082132473588,0.177,0.425,NaN
298,2,3,0,1.017214698717,0.168,0.4,0.696
302,2,4,1,1.05733366496861,0.198,0.446,0.834
318,2,4,0,0.897235346958041,0.146,0.366,NaN
319,2,3,0,0.9071323312819,0.214,0.49,NaN
329,2,3,0,0.727337639778852,0.14,0.356,NaN
337,2,3,0,0.847153455018997,0.154,0.41,NaN
355,2,3,0,1.21724499203265,0.234,0.482,NaN
396,2,1,1,0.997037839144468,0.172,0.428,0.74
398,2,1,1,1.03674259036779,0.228,0.488,0.78
409,2,5,0,0.826898086816072,0.13,0.442,NaN
442,2,5,0,0.897083351388574,0.225,0.481,NaN
452,2,5,0,0.827483914792538,0.174,0.414,NaN
455,2,1,1,1.02696544490755,0.224,0.532,0.812
456,2,3,0,0.877070918679237,0.179,0.411,NaN
474,2,5,0,0.817134356126189,0.193,0.441,NaN
495,2,4,0,0.807049725204706,0.179,0.443,NaN
499,2,3,0,1.07770130969584,0.192,0.492,NaN
502,2,2,0,0.787186732515693,0.169,0.433,NaN
515,2,3,1,1.16733756475151,0.154,0.43,0.946
520,2,5,0,0.917234349995852,0.236,0.5,NaN
531,2,3,0,0.847129240632057,0.181,0.449,NaN
533,2,3,1,1.14708262868226,0.151,0.463,0.875
542,2,1,0,0.806831678375602,0.158,0.406,NaN
574,2,3,0,0.787127733230591,0.164,0.4,NaN
577,2,3,0,0.857367750257254,0.197,0.429,NaN
587,2,1,0,1.19689020887017,0.179,0.439,0.779
3,2,4,0,0.747200600802898,0.134,0.402,NaN
16,2,1,1,0.837586741894484,0.14,0.36,0.596
49,2,4,0,0.976945515722036,0.169,0.385,0.633
59,2,3,1,1.04721424169838,0.164,0.416,0.636
67,2,3,1,1.11711900681257,0.232,0.54,0.796
80,2,4,1,1.15708603523672,0.16,0.408,0.644
86,2,4,1,0.916813107207417,0.142,0.43,0.658
94,2,2,1,1.01680850237608,0.153,0.393,0.749
96,2,1,1,0.917060749605298,0.163,0.387,0.631
104,2,3,1,1.14731702022254,0.182,0.422,0.902
128,2,1,1,0.877271259203553,0.153,0.389,0.597
131,2,3,1,1.19890606030822,0.177,0.433,0.881
202,2,3,0,0.767236601561308,0.138,0.35,NaN
204,2,4,0,0.947222359478474,0.132,0.396,NaN
222,2,3,0,0.877051543444395,0.127,0.351,0.615
231,2,4,0,0.7971495334059,0.136,0.388,NaN
236,2,5,0,0.916991481557488,0.178,0.43,NaN
255,2,1,1,0.957103027030826,0.168,0.412,0.668
262,2,1,1,0.947294134646654,0.16,0.396,0.684
282,2,1,1,0.937023444101214,0.198,0.43,0.718
287,2,1,0,0.846936276182532,0.176,0.424,NaN
290,2,3,0,0.886954259127378,0.17,0.422,NaN
294,2,2,0,0.807130275294185,0.186,0.454,NaN
322,2,1,1,0.989881962537766,0.18,0.472,0.788
330,2,1,1,0.826871631667018,0.138,0.374,0.65
342,2,5,0,0.846926152706146,0.166,0.418,NaN
347,2,5,0,0.847139041870832,0.163,0.451,NaN
378,2,5,0,0.846936238929629,0.175,0.427,NaN
381,2,4,0,0.887078264728189,0.191,0.427,NaN
393,2,5,0,0.857282809913158,0.148,0.5,NaN
401,2,4,0,1.20193193294108,0.236,0.548,0.908
406,2,4,0,1.2287428881973,0.236,0.468,0.844
407,2,4,1,1.0673762280494,0.166,0.474,0.83
429,2,5,0,0.807223694398999,0.148,0.384,NaN
430,2,3,0,0.917181685566902,0.232,0.5,NaN
436,2,1,1,0.946987718343735,0.217,0.473,0.745
450,2,4,0,0.837208904325962,0.155,0.411,NaN
462,2,3,0,0.916928140446544,0.197,0.465,NaN
468,2,5,0,0.757595006376505,0.144,0.384,NaN
471,2,3,0,0.857092356309295,0.141,0.377,NaN
492,2,2,1,0.968512265011668,0.171,0.423,0.795
507,2,1,0,0.9074622746557,0.153,0.421,NaN
508,2,4,0,0.747121645137668,0.157,0.373,NaN
534,2,4,0,0.947203654795885,0.169,0.409,NaN
543,2,5,0,0.837282663211226,0.172,0.4,NaN
546,2,5,0,0.947581380605698,0.261,0.541,NaN
553,2,5,0,0.777058940380812,0.165,0.401,NaN
