trialNum,firstVal,secondVal,firstIsChosen,decisionRT,firstFixLat,secondFixLat,thirdFixLat
12,1,1,0,0.72744863294065,0.157,0.397,NaN
15,1,3,1,0.93236125074327,0.136,0.376,0.768
20,1,5,0,0.857248591259122,0.162,0.382,0.61
27,1,3,0,0.847315512597561,0.154,0.386,NaN
37,1,3,0,0.987412156537175,0.168,0.42,0.664
45,1,5,0,0.956926807761192,0.184,0.408,NaN
48,1,5,0,0.796943932771683,0.15,0.39,NaN
50,1,2,0,0.74746435135603,0.144,0.36,NaN
61,1,5,0,0.717360984534025,0.144,0.38,NaN
73,1,4,0,0.78713907673955,0.145,0.369,NaN
75,1,3,0,0.80697475746274,0.158,0.39,NaN
90,1,4,0,1.04700087569654,0.198,0.446,NaN
123,1,5,0,0.937187155708671,0.249,0.485,NaN
124,1,3,0,0.76705576851964,0.2,0.428,NaN
127,1,4,0,0.747299695387483,0.153,0.369,NaN
145,1,4,0,0.789418302476406,0.143,0.383,NaN
148,1,3,0,0.757075851783156,0.148,0.352,NaN
157,1,2,0,0.722827728837729,0.166,0.39,NaN
189,1,3,0,0.937267392873764,0.146,0.386,NaN
198,1,3,0,0.707146940752864,0.152,0.364,NaN
207,1,4,0,0.767034066841006,0.195,0.423,NaN
214,1,3,0,0.686947531998158,0.147,0.387,NaN
224,1,5,0,0.817247563973069,0.139,0.359,NaN
226,1,5,0,0.807393817231059,0.171,0.415,NaN
241,1,3,0,0.74718769825995,0.146,0.354,NaN
251,1,3,0,0.730680523440242,0.187,0.403,NaN
252,1,3,0,0.657512368634343,0.135,0.383,NaN
266,1,3,0,0.777353957295418,0.22,0.436,NaN
273,1,3,0,0.767324944958091,0.164,0.42,NaN
281,1,3,0,0.747293457388878,0.162,0.374,NaN
290,1,5,0,0.727061258628964,0.16,0.4,NaN
309,1,3,0,0.79703414440155,0.212,0.452,NaN
325,1,5,0,0.686926500871778,0.145,0.389,NaN
332,1,3,0,0.717132300138474,0.146,0.37,NaN
351,1,2,0,0.796944743022323,0.224,0.452,NaN
367,1,3,0,0.727063095197082,0.222,0.45,NaN
370,1,4,0,0.84692195430398,0.142,0.366,NaN
371,1,5,0,0.777322717010975,0.154,0.342,NaN
372,1,3,0,0.767035057768226,0.157,0.373,NaN
380,1,3,0,0.806917067617178,0.174,0.394,NaN
389,1,5,0,0.816943526268005,0.169,0.381,NaN
407,1,5,0,0.777239304035902,0.182,0.394,NaN
416,1,2,0,0.727283831685781,0.136,0.336,NaN
427,1,3,0,0.706881761550903,0.144,0.364,NaN
435,1,3,0,0.776913231238723,0.169,0.413,NaN
443,1,3,0,0.667127745226026,0.147,0.363,NaN
456,1,3,0,0.696980008855462,0.14,0.34,NaN
459,1,3,0,0.687176577746868,0.141,0.369,NaN
473,1,3,0,0.82716335915029,0.172,0.416,NaN
486,1,4,0,0.717390161007643,0.16,0.376,NaN
490,1,3,0,0.696954244747758,0.155,0.375,NaN
494,1,2,1,1.17725363560021,0.181,0.401,0.901
500,1,3,0,1.12278893962502,0.149,0.397,0.721
513,1,3,0,0.837188443168998,0.185,0.409,NaN
519,1,3,0,0.716999059543014,0.141,0.357,NaN
531,1,4,0,0.857076050713658,0.225,0.437,NaN
532,1,2,0,0.707296244800091,0.152,0.388,NaN
541,1,2,0,0.807976817712188,0.154,0.398,NaN
542,1,1,0,1.1970724388957,0.149,0.353,0.729
559,1,5,0,0.816930707544088,0.151,0.371,NaN
562,1,3,0,0.80730633623898,0.134,0.386,NaN
565,1,2,0,0.757198218256235,0.168,0.4,NaN
575,1,5,0,0.753223046660423,0.181,0.381,NaN
