sim_id,true_eta,tada_eta,tada_eta_hdi_3%,tada_eta_hdi_97%,addm_eta,addm_eta_hdi_3%,addm_eta_hdi_97%,true_kappa,tada_kappa,tada_kappa_hdi_3%,tada_kappa_hdi_97%,addm_kappa,addm_kappa_hdi_3%,addm_kappa_hdi_97%,true_a,tada_a,tada_a_hdi_3%,tada_a_hdi_97%,addm_a,addm_a_hdi_3%,addm_a_hdi_97%,true_x0,tada_x0,tada_x0_hdi_3%,tada_x0_hdi_97%,addm_x0,addm_x0_hdi_3%,addm_x0_hdi_97%
0,0.3,0.248,0.22494138252301407,0.26926558031298725,0.284,0.2616792796519755,0.3034220909096249,0.5,0.493,0.477567803177318,0.5101513661731827,0.482,0.4649182407827026,0.4982291798174146,2.0,1.942,1.908774153007919,1.9730330818785164,2.008,1.9706698616477318,2.0398272008765295,-0.30180789244006667,-0.2796480000000001,-0.31254124268009265,-0.24761350711011532,-0.30923199999999995,-0.34104890495557494,-0.27664344731542845
1,0.3,0.26,0.23712170067370134,0.2797444706900084,0.295,0.27607249543072854,0.3151583591918018,0.5,0.508,0.49007208887837134,0.5243945947825105,0.495,0.4789119532605803,0.5117116660250826,2.0,1.952,1.9177568754317256,1.9854231901488923,2.011,1.9766292068168665,2.0444415515414316,0.6805088250372497,0.6519680000000001,0.6212289541555993,0.6843843604528006,0.7038500000000001,0.673666415103293,0.7322388698194291
2,0.3,0.264,0.24001498123786977,0.2844908708018182,0.301,0.2810948621040441,0.32189650913514073,0.5,0.513,0.4949020890797736,0.5308207446120595,0.505,0.4890296950954163,0.521608880324615,2.0,1.941,1.9071761417942026,1.971813953075681,2.01,1.9780974439263885,2.043674363448935,-0.19889653211649239,-0.15139799999999992,-0.18664875563004024,-0.12027251353157187,-0.16883999999999988,-0.20292199441611425,-0.13751552911859455
3,0.3,0.266,0.24476884546041486,0.2860594124034892,0.305,0.28434559348609634,0.3247669653765071,0.5,0.512,0.4938909448703409,0.5292413106954081,0.503,0.4882533282788657,0.5214478544967834,2.0,1.935,1.901519778883208,1.9665278366277745,2.004,1.971773690585771,2.036634979936869,-0.38902463304573565,-0.3328200000000001,-0.36597382086293995,-0.3009473655402002,-0.3687360000000002,-0.40002160961686983,-0.3379847395357414
4,0.3,0.264,0.2432889954061551,0.2858515814256888,0.308,0.2863571925653881,0.3268986648014069,0.5,0.513,0.495914713176782,0.53054263457603,0.5,0.4812817508930979,0.5170129158736594,2.0,1.942,1.90413569225718,1.9727580487917575,2.004,1.9721691139800197,2.0375235329438093,-0.12318048990321917,-0.11652000000000018,-0.14560081784378642,-0.08128297920938432,-0.13226399999999994,-0.1611996240861273,-0.09800359681072246
5,0.3,0.276,0.25356740253727283,0.2981112967792742,0.316,0.2927842980577627,0.3369574846696006,0.5,0.5,0.48385583387285036,0.517788937276581,0.489,0.471871865907608,0.5072906166382051,2.0,1.953,1.9207092748640406,1.990564774894566,2.018,1.9836597846268262,2.053114283777935,-0.6457431381046559,-0.6054300000000001,-0.6351540913024574,-0.5759225359243967,-0.6538319999999997,-0.6835757956263504,-0.6267491473198004
7,0.3,0.301,0.2714677659454616,0.3335534446646202,0.3,0.2766366624680652,0.3257013131545382,0.5,0.474,0.4518912957811058,0.4953186507498653,0.498,0.47699612059521174,0.5197607795100215,2.0,1.903,1.8557389391853496,1.951821994189713,1.998,1.9509524151733895,2.046245099826758,-1.4716168323935523,-1.362548,-1.3805021164238949,-1.3431191916479697,-1.466532,-1.4855366004526462,-1.4509681815600404
9,0.3,0.27,0.24281872950326283,0.2959053175332122,0.283,0.26005256049942554,0.3052841404758219,0.5,0.486,0.46637910315101094,0.506827877911978,0.497,0.4801986923335709,0.516378732362447,2.0,1.931,1.884774825969493,1.9737538233569438,2.015,1.9724056394624194,2.0589477948227786,-1.282605114829443,-1.1972200000000002,-1.2189796347906767,-1.1740507822974826,-1.29363,-1.3170620861912243,-1.2743578048751512
10,0.3,0.278,0.2570004703343503,0.2999466833399436,0.319,0.29982248680191054,0.3412346206099025,0.5,0.531,0.5125719932140247,0.5502091479442507,0.519,0.5018402557218673,0.535986504050376,2.0,1.922,1.8894412512592118,1.9553018326462928,1.986,1.9534261307455107,2.019309633632597,-0.5196264468365419,-0.48818800000000007,-0.5220015315127564,-0.4610744866827414,-0.532248,-0.5620062553335776,-0.5015634190914746
11,0.3,0.265,0.24436297631533904,0.2916989123940448,0.293,0.2711326893996165,0.31395626321615094,0.5,0.487,0.4684901463803147,0.5061713313372365,0.486,0.468937854480929,0.503968985329862,2.0,1.919,1.8782202820406315,1.9556273001024598,1.991,1.955206885689447,2.026944726616983,0.8890180541318764,0.8174939999999999,0.7923817021951605,0.8451818652240823,0.8919679999999999,0.8616963171935832,0.9200221410801452
12,0.3,,,,0.307,0.2840760258019942,0.3283028205558032,0.5,,,,0.495,0.47915290967547125,0.5137385046211737,2.0,,,,2.0,1.9631422763449307,2.033903199378202,0.7603172801719751,,,,0.7599999999999998,0.7325654299623054,0.7935864466075389
13,0.3,0.264,0.24264885429477087,0.2890045120719004,0.306,0.28450613035862443,0.32587416344637493,0.5,0.51,0.4916124663711253,0.5275167690991499,0.492,0.4750215547273167,0.5096886805026033,2.0,1.935,1.9036374984549642,1.9710922477001869,1.988,1.9508892739670827,2.0207002026644427,0.6507419480086849,0.59985,0.567632901215446,0.6298430014562459,0.6321840000000001,0.6028795300909109,0.6632113017888805
